title,lng,lat
山隈猿田彦大神,130.606901,33.400284
The bubbling vase,-118.60604,34.173042
Örnvallen,13.251181,57.00475
Wheat Ridge Pillar,-105.10981,39.785256
Wisdom and Harmony Rocks,-80.001082,40.31453
倉敷犬の資料館,133.773881,34.594288
玉清宮-后堆福泉堂大門,120.576251,22.632965
Mill Arbour Park Play Equipment,-79.461827,43.79878
King Solomon Baptist Church,-104.699981,38.845512
Air de jeu pour enfant,-71.088432,48.402522
Garden On The Roof,-77.367537,38.955097
又見石獅子,121.659947,25.063695
Olv Scherpenheuvel,4.132246,50.96017
Clyde George Albert Soden Fountain,-82.974934,41.305169
Snail Sculpture,-84.526713,39.335499
성산교회,126.748438,37.439531
Roof Top Rooster,-82.74634,27.942427
juegos plaza los apostoles,-65.17773,-26.783243
祠,136.91186,35.151699
K6 Telephone Box,-2.550582,51.459612
朝天宮石獅子,120.304769,23.568539
Ralph Sampson Park,-78.855754,38.455182
四十七義士之旧跡,139.73804,35.637737
Animal Mural,145.244412,-37.790515
Violet Art Box,25.072284,60.221889
Curious Child,-117.633314,33.615471
道しるべ(右か左か),134.31159,34.48282
Three Children,-122.41203,37.791998
貫2号公園,130.933575,33.821191
나무모양 조형물@아모르이그잼학원 앞,126.937469,37.513216
Hammock Bay Standing Clock,-81.693279,25.997314
The Heart of Emerald Glen,-105.111553,40.433892
Zeitungsdruckmaschine,10.09427,48.843649
八角形石燈籠,132.466619,34.38675
City of Diamond Bar Notice Board #3,-117.812729,34.0
La Cité Jardin Du Marais,2.232876,48.934476
県立湘南海岸公園,139.475743,35.313905
Paseo Diamante Giant Fountain,-117.028116,33.717825
언덕공원,126.976958,37.382948
Bernal Heights Branch Library,-122.416086,37.738931
水辺観察ボード,139.391261,35.610209
Lou & Gib Reese Ice Arena,-82.44193,40.074192
Gedenktafel zur ‚Schlacht bei Klausen‘ am 20.Oktober 1735,6.851235,49.88286
Town Hall Painted Electrical Box,-71.295362,42.297543
Iglesia San Francisco,-91.153559,14.745944
Academia Aberta,-49.329002,-16.718003
東京海洋大学,139.790597,35.66861
West Street Info Board,-1.184432,50.852599
茶話やか広間,139.911693,35.899506
練馬区田柄１丁目 お地蔵様,139.64928,35.75934
Sisters of the Presentation,-122.44786,37.778759
瀬戸大橋アンカーボルト,133.82773,34.353689
Saint Rose Of Lima Auditorium,-73.809608,40.586836
"“Living Landscape,” sculpture by Karen Yank.",-106.341927,35.17446
Logger's Bunkhouse,-123.361154,43.194239
John Triantis Playground,-120.068289,36.722305
Craig Regional Park 1 1/2 Mile Marker,-117.883407,33.907845
Mt Barker Family House,138.85849,-35.080858
エリさまチンプイ,139.577145,35.615377
Stochov INRI,13.962315,50.148523
法性院 Hossho-in,137.198426,34.821501
井月句碑 子供には,137.965889,35.851306
Egelton Woods 1,-81.316317,42.995169
"CGCC ""Many Views One Vision""",-111.796182,33.294826
Denkmal am Spitz,16.288494,48.077338
国鉄大隅線踏切跡の健康橋,130.856803,31.374382
南洋海灘,121.557572,25.019828
Coventry Unitarian Church,-1.523969,52.41139
八幡神社 社,140.055385,36.060617
Millennial Rock Of Ages,0.179062,51.835215
Chiesa della Vallisa,16.871728,41.126972
Greenview Windmill,-87.840001,42.108661
Mural: Todos flotan,-106.126525,28.690496
Jesus Statue,-83.642209,42.892418
Rotonda Árbitros Futbol Internacional,-15.559751,27.763456
Metro Plaza Information Point,-1.994701,52.516871
帽子と少女,140.070789,35.619045
ピラミッド東屋,136.985382,35.29903
Silk Mill Graffiti,-1.475571,52.926581
クジラ、猿、アヒルの石像,135.704523,34.598346
The Wetland Forebay,-81.218083,35.701152
下条八幡神社 拝殿,136.977575,35.229298
和楽の郷,135.43979,34.527361
Sound Bowl,138.890407,37.557103
日月潭玄光寺,120.913558,23.852241
First Baptist Church of Portage,-85.576329,42.201134
내고향 소리도,127.800903,34.431896
Heritage Hill Entrance Sign,-93.229107,44.764247
喫茶Q,139.772014,35.674374
구조,126.87641,35.13269
阿保東部第一公園　藤棚,135.559465,34.582633
あすなろう鉄道の台車,136.604043,34.955693
馬頭観世音,140.690894,36.637472
くすの木公園,139.567989,35.826174
Jovita Station Exercise Trail Station Push Up Bar,-122.286389,47.255817
Vyhlidka Dablice,14.477215,50.141101
Lisa Park,-75.789148,45.344561
도봉교 교량표지석,127.045682,37.680673
九重森林公園スキー場,131.178373,33.099896
Estátua do Cel. Ernesto F. Bertaso,-52.613809,-27.104384
Old Advertising for Soup,-0.372037,51.437393
Indian Bay Pavilion at Prien Lake Park,-93.267395,30.188874
Trapper Field,-98.702488,46.894218
Monumento Placa De La Laguna,-76.927587,-12.232382
ブリキのバイク,141.552013,42.870214
円山町自治会 掲示板,135.50599,34.769704
Faces on the Poles,-0.402234,52.999987
長青寺,139.461727,35.804687
渋谷バプテスト教会,139.701771,35.655232
環,133.342277,35.439874
September 11th Memorial,-74.14344,41.061937
Dumbarton People’s Theatre,-4.553298,55.94173
近藤玄瑞邸跡,137.812193,34.71461
Dizzy 's Castle,-3.693816,51.529058
嶽之内第2公園,139.405231,35.571154
Ocala Elks Lodge,-82.103472,29.193812
Jakobsweg Waymarker Sodbach,7.315625,46.824995
Pottemaker,5.741972,58.856984
Merced County Veterans Memorial North,-120.484157,37.305902
Abandoned Train Tracks,-121.933895,36.619491
馬頭尊,140.253753,36.368506
Stadion tunnelbanestation,18.08135,59.339787
The Bog Garden,-1.345305,52.56779
無印良品 南乗鞍キャンプ場,137.476593,36.075949
Gazebo 305,128.415562,35.999152
John Congdon Memorial Sculpture,-80.350731,25.667883
Rotary Club Tree Memorial,-84.83091,33.915004
中之丸町内会掲示板（桜道）,139.590794,35.400083
Liberty Gate Church,-121.512134,38.494477
Brunnenhäuschen,11.811898,51.141807
アークの壁画,136.883732,35.223083
長吉長原西公園,135.56618,34.605026
playground,-76.297036,36.917618
Fontaine Chancelade,0.666475,45.202419
咲 -SAKU-,139.506587,35.699411
旬彩Dining ちゃくら,139.769878,35.698545
華蔵院,139.783042,35.708713
加須市北大桑 八幡神社の鳥居,139.659211,36.119357
千葉みなとKouwan Park Guide Map,140.100728,35.604993
Olympiastützpunkt Schifferstadt,8.373472,49.370002
Brunnen im Aegertli,8.559365,47.296084
市の花　ゆり,130.453811,33.527295
宮前の常夜燈,136.678084,34.494759
北大泉くれはし公園,139.592713,35.76152
紅葉坂ギャラリー,139.630439,35.451423
鳥巢電信箱,120.690518,24.129566
Fándlyho studňa,17.736823,48.27977
Skulpturen Park Hinsbeck,6.279308,51.333835
Naturerlebnisbad Niestetal,9.554386,51.316362
Laboratório Nacional de Engenharia Civil,-9.140882,38.758439
Völser Gedenkstein,10.99368,48.365833
Putnam County Parks Barn Art,-81.994774,38.447669
Bedford Athletic Rugby Club,-0.438303,52.159344
The Food Zone,-95.264191,30.110895
壁の歌碑,135.792265,34.729704
The Everlasting Arm Ministries,-0.065152,51.483389
登象の堰跡,139.396555,35.332574
Brunnen am Bergwaldanger,8.467932,48.971723
Historical Leicester Sign,-1.051304,52.643904
Balance Beams,-7.923113,53.426773
桜町区公民館,130.987918,33.728305
姫路市歴史博物館前インフォメーション,134.697828,34.840282
Templo Católico Divina Misericordia,-79.550992,9.140589
Dzwonnica W Zemborzycach,22.508547,51.173257
Plan de Bois-Colombes,2.278299,48.921163
St. David's Church,-0.889027,52.262862
The Church of Jesus Christ of Latter-Day Saints,-113.525482,53.637256
浄厳律師墓,139.765209,35.717156
エコハイブリッド電灯,136.905117,35.179606
old wagon,-115.24215,36.261982
Joseph Hite Historic Cemetery,-85.586776,38.183537
The Meadows Community Park,-122.167248,48.129723
Triple Fountain,145.130009,-37.914582
평촌역광장 분수,126.964402,37.394287
ศาลาริมน้ำ,101.163129,14.495138
진재어린이공원,127.431675,36.636065
St. Elizabeth Ann Seton Catholic Church,-98.651059,29.667378
Pantera Wildlife Area,-117.790308,34.013341
Sun Burst Metal Art,-121.501076,38.58096
城東今福西郵便局,135.548748,34.698345
Capp Smith Park,-97.256854,32.882056
Open Arms United Worship Center,-87.650314,41.951087
Schmiedeeisernes Fahrrad,13.163383,52.08536
Sendaizaka Park （仙台坂公園）,139.741459,35.608769
Seiunan Temple,139.715117,35.520967
西教寺,135.731709,34.970005
Awaken Studios,-111.855237,40.639314
ぞうさん遊園,135.497931,34.779289
La girafa,2.157169,41.395663
さつまラーメン,134.702153,34.837292
目黒区みどりの散歩道 呑川・柿の木坂コース,139.667041,35.621155
南インド料理　スリ クウリ メス,139.392362,36.151923
Lichtskulptur Bahnhof-/Neustraße,7.222794,51.540351
馬,120.385306,23.294916
松下公園,135.243006,34.240377
Památný Strom,14.48758,50.028929
Insektenhaus im Uniwald,7.739398,49.423934
高松公園　北入口,135.524655,34.644147
花博建國交流道口變電箱,121.532865,25.070881
柏松葉郵便局,139.969263,35.889275
お地蔵様,135.269614,34.266108
China-Löwe,14.941182,51.132255
妙寿寺 山門,139.594885,35.679189
新庄社區,120.659264,24.27693
AURA Commemorative Street Art,0.123419,52.179623
The Brunswick Pub,-2.002595,52.556368
沙田郊野徑地圖,114.212781,22.380406
Rainscapes At Three Oaks,-77.014143,39.005111
Cool Papa Bell Memorial Marker,-88.832672,33.444696
Digby & Sowton Information Board,-3.473087,50.716563
Soldier and Boy at Trafford Palazzo,-2.341646,53.466857
Pilling Park Outdoor Gym,1.325713,52.631352
Commanche Point Trail Access at Jack’s Hill Rd,-118.661384,35.094188
Inzago - Lavatoio sulla Roggia Crosina,9.483241,45.542665
清洲丸之内郵便局,136.840199,35.204717
Pagny-la-Blanche-Côté - Mairie,5.720946,48.541131
祠,136.24476,35.012142
"Bingley, Prince of Wales Park Entrance, Lady Lane",-1.828547,53.856326
Peel Park Rockery,-1.74446,53.810085
Mini Tünel,27.822685,38.91239
Tierra Slide,-116.259144,43.605476
Maxey Bridge Plaque,-79.583152,43.792743
キッズパークの滑り台,139.57053,35.579257
Silver Bridle Park,153.369268,-27.981983
Aloha,139.578312,35.589723
十三重の石塔,135.951958,34.992464
糖果樹,121.446764,24.997022
A Bird's Eye View Of The Bay Area,-121.776422,37.209259
Fugl,10.602603,55.075399
King Edward VII Post Box: Pierremont Ave,1.435442,51.359109
Vännäs kyrkas klocktorn,19.803426,63.915839
CN25周年記念事業,135.559348,34.622309
湿性花園　木道,139.52998,35.334729
le château de Clèmes,5.858804,45.251827
どりこの坂,139.669822,35.590829
Lydum Kirke,8.36103,55.795581
Marnel Park Newts Information,-1.083839,51.28856
HMI Wind,-86.214606,43.109187
Replica Señor De Luren,-76.985917,-12.135995
Sunrise Woods Playground,-96.11183,41.186605
Roscoe North Park Water Tower,-89.048406,42.418519
地蔵尊（神田3丁目）,135.424028,34.805713
Statue St. Paul,12.070338,49.005455
日本銀行創業の地,139.786678,35.678016
橫街福德祠重建委員,120.717644,24.249876
Lake Tamaha Park Pergola,-87.506126,33.228671
花瓶頂山峰,114.045504,22.334188
Rock Books,-2.135113,52.578283
Street art mural,127.771132,26.289524
イボ地蔵と庚申さん,135.111226,34.077349
Templo La Santísima Trinidad,-99.011356,19.253433
為真白山神社,136.858875,35.877522
University Seventh Day Adventists Church,-118.295639,34.011168
Snail Sculpture,-84.004476,33.897091
Hickory Hills Playground,-76.498462,38.288919
Plastic Relief,14.504536,50.030573
Edgewater Presbyterian Church,-87.656366,41.983838
Noorkuu mänguplats,24.621387,59.430466
星が丘一丁目自治会館,139.369006,35.562846
Terrazza Park Rainbow Gardens Informational Sign,-114.937698,36.101068
消防二人像,139.39096,35.444977
緑道ゲンゴロウ,139.676599,35.701151
猿田昆大神,130.216212,32.605862
ジャガー,138.28761,34.882667
Palmeras,-99.039382,19.567929
仁川学院藤飯治平記念館,135.343618,34.794994
Person County Library,-78.985733,36.389928
高院檢察署小地方,120.304311,22.739463
S6 Arbeit und Brot,10.953698,48.406686
鈴鹿グランドボウル ボーリングピン,136.56155,34.87481
Watermill Express - Broadway,-96.616317,32.874796
Fountain at Linville Center,-80.096923,36.112546
鳥の像,139.759821,35.703165
Playground Achterslagen.,6.137242,52.79101
Fitness Fountain,-81.749229,26.263892
Painting in the alley,-124.798957,49.245688
Spielplatz Sierße an der Turnhalle,10.336804,52.272735
4단지 쉼터,127.449524,36.617766
みのり坂,138.849321,36.356218
Game Stop,-96.942798,32.602409
信号機滑り台,135.48979,34.795377
Ceramic Bamboo And Butterfly,103.84155,1.383975
緑化フェア開催記念,133.282036,33.961517
Statute de Marie pour les combattants 40-45,5.863511,50.545844
Quinsigamond State Park,-71.753459,42.260496
Tall Pole Art,-123.135428,49.176824
清原台仲良し公園,139.997063,36.556079
Wishing Well,-86.391938,35.846352
すみよし台第三公園,139.492935,35.550664
Joyce Park Playground,-79.468194,43.708881
Viola's Bar,12.706889,54.437338
Jardins Eduard Batiste Alentorn,2.15735,41.427895
伊与久沼護岸工事完成記念碑,139.228001,36.308834
Pavillion Rest Stop,103.864072,1.328131
Kullens lekpark och boulebana,17.724454,59.485762
Det Litterära Stockholm Ivan Oljelund,18.04611,59.332781
池之原第１公園,135.542032,34.508773
서한이다음 운동기구,128.452864,35.691889
Escultura en av palomas,-99.014529,19.602786
희망의 나들이,126.720897,37.505857
B'Nai Shalom David Beth Israel Temple,-73.644826,40.664046
慈船寺 本堂,139.614419,35.619779
Herzlich willkommen in Hohenstadt,11.489472,49.519272
Périgny - Autour De L'arbre De La Liberté,-1.088228,46.156494
Double Creek Flats Pet Run,-86.330934,39.731596
Edge Lane Sine Missione Street Art,-2.925847,53.410388
Monument Aux Morts de Magnanville,1.683362,48.967263
Wilhelmina Pomp,4.377372,52.121122
Lai Lai Lion,-80.505937,43.444919
得信寺,139.724058,35.812259
White Oak Park Core Fitness Station,-74.709719,40.571327
Bill Rich Park,-128.658278,54.043726
八幡神社,136.557343,35.490579
오천읍행정복지센터표지판,129.414123,35.962755
Salvation apostle temple,-75.678387,41.414137
Monumento Multicaja,-0.404349,42.141797
Font del Passeig,2.288068,41.679836
お地蔵様【畠敷町】,132.870498,34.812534
石の方向盤,138.213772,36.928993
Mahiole,-157.831639,21.278295
Aus der Geschichte des Fischerhofes,9.359337,52.119808
Newington & Gipsyville noticeboard,-0.38451,53.73931
Poort,6.141402,52.789041
Fiesta Drive-in Mural,-104.240893,32.435042
Gedenkstein Weltkrieg,13.886156,53.664119
Holm Grown,-4.248451,57.452571
アンパンマンチェアー,141.30617,43.049305
興安寺 本堂,141.034249,38.561556
光月院,135.440562,34.533653
Stadsparksscenen,16.206906,58.992535
Lake Kawana,153.122271,-26.735834
戸田家廟所,136.612593,35.362425
목련공원,127.139425,37.498946
Oak Grove Baptist Church,-77.404958,38.983236
Cockatoo Mural,152.947768,-27.106289
Reigate Hill,-0.209706,51.253743
Freedom Plaza Memorial,-74.363741,40.897045
Guidel - Blockhaus,-3.503066,47.779376
Ahuy - Croix 1885,5.023987,47.365677
Schmidt park footbridge to the wooded trails,-88.750217,39.05286
Universal City Disc Golf Sign,-98.295847,29.556969
お稲荷様,139.820818,35.820568
Ovaler Brunnen Friedhofstrasse,8.439212,47.393153
Biologische Artenvielfalt,9.994243,54.113143
Parco Giochi - Rivoli,7.518879,45.062676
マーキュリー像,140.280427,36.190044
Children’s play area,-117.448016,33.976661
光と風の対話-Locus in the sky-,139.367819,35.441974
Quail Ridge Park shelter area,-91.613322,41.74442
Universidad Tecnológica de Los Andes,-72.887199,-13.632601
東豊中2丁目第2公園,135.482687,34.805524
"Línea De Nasca ,Perro",-74.93874,-14.828111
"Mahnmal ""Ebert-Erzberger-Rathenau"" Denkmal Osnabrück",8.046766,52.279658
湘南モノレール富士見町駅,139.52947,35.345697
Informatiebord Bergsche Maas,5.082625,51.720866
愛河藍色水岸路線路標,120.319339,22.671652
Nimitz Park,-122.034932,37.348439
Daniel Fernandez Park North,-106.738431,34.796682
土天井児童公園の遊具,135.733045,35.051485
St Georges United Reform Church,-1.384417,54.899634
Bridge To The Rio Grande,-106.601349,35.279689
Church of St. Mary the Virgin,-1.990031,51.138679
習志野緑地,140.005252,35.67469
The Blessings,-97.532867,35.422169
金町ドーナツ,139.865674,35.770316
Speeltuin Bij Cocorico,4.481878,51.300304
Santísima cruz de luricocha,-77.098626,-12.041918
Parkview Footbridge,-93.726879,41.643543
ボダイジュの丘公園,135.175649,34.907964
"Former Municipal Science, Art and Technical School Building and the Clock Tower",-4.169413,50.37406
Aqua Fantasy Fountain,27.279938,37.922087
Kristin Kostohryz Memorial,-82.107036,39.318009
Fit Trail Equipment,-97.280363,37.800507
Lion's Head,-93.336423,45.192124
黃色大鯨魚西入口,121.481731,25.072915
Another hidden porthole,153.027347,-27.339787
並木第二公園,136.849077,35.151583
行幸啓記念碑,139.294985,35.421699
美薗中央公園 テニスコート横の東屋,137.792275,34.799493
Infotavlan Mitt I Byn,21.079651,64.722166
高砂北公園,139.873874,35.74866
福祿共生,121.546254,24.977765
氷川公園,139.667493,35.923568
ひゃっぴょううち児童公園,140.649115,36.590779
공원안의 휴식처,129.110698,35.567938
Terrain De Jeu - siblu camping - lac des reves,3.945202,43.553818
The Bay Horse,-1.070849,53.933788
Woman with Wreath,-71.140995,42.371145
コウノトリポスト,134.854801,35.551979
荻窪公園案内図,139.12933,36.424031
善行寺,135.185719,34.222182
兒童公園涼亭,121.45987,24.996067
2017er Stein in der Mitte des Ortes Sprötau,11.200947,51.124237
Queensbridge Rd Floral Trail Marker,-1.892671,52.439893
中央児童遊園,139.10866,37.871086
Bayview Trail Marker,-122.088905,37.55364
Suffolk Road Community Orchard,-0.368863,51.584758
福泊川東集会所,133.983703,34.655012
表面管理公園 32,135.70124,34.831073
Informatiebord Vlinder- En Bijenveld,5.975459,52.34186
Sculpture de bois- Ile saint g,2.252103,48.823416
The Hope,-76.454805,37.020294
Pavilion,114.175374,22.453321
Springfield Park Sign 2,-2.116355,51.911159
高須賀集会所,139.720849,36.095021
Pechada Vegetal.,-3.678297,40.413216
Old Dairy,10.890317,59.684245
平鎮江,121.211773,24.907081
Van Siclen Ave Station,-73.888385,40.665517
Hope Lutheran Prayer Garden,-88.967705,42.788035
Under the leaves 94D Nagaoka “Do you Love me?”,138.832586,37.463707
Nebraska Husker Football Mural,-96.004331,41.284863
Heavy Sculpture,28.977003,41.033467
Bazan Baldwin Oaks Family Campground,-85.899101,42.906651
Bahnhof Wiedikon,8.523706,47.371338
Marthille - Mairie,6.557697,48.924141
Aux enfants d’Harbonnières,2.669364,49.847546
Mietitrebbia Del Parchetto,8.70059,45.315714
變電箱,120.18123,23.004169
Kamloops United Church,-120.331814,50.67386
Westmoor Park Sign,-72.759426,41.78391
Oorlogsmonument,3.96244,51.47423
Lipoma Firs playground,-122.285321,47.090639
Basnett Playground,-80.137403,32.952755
FLASH 초대형 목재 쉼터,126.996393,37.480481
Wooden Climbing House,6.226124,52.12921
Kaplička,14.331097,50.076122
かすみの郷公園,140.512162,35.975042
Milo Way Latter Day Saints Chruch,-111.817158,40.662885
Dunham Park,-76.603644,44.256214
The Bull Inn,0.63488,51.943347
Fenelon Falls Old St. James' history board,-78.733171,44.538441
Willesden Green Station,-0.222191,51.549336
ピーターラビット壁画,139.641921,35.456325
Beeke-Bad,9.485281,53.180784
The Bridge Field,-116.995899,33.772509
石碑『きんもくせい』,136.098191,35.134266
土地公婆,120.741425,24.250201
Eucalyptus Park Main Pergola,-118.360985,33.921682
Vernola Marketplace Water Fountain,-117.544008,33.974895
金屋鋳物師居住の跡,136.551769,35.319791
Hills Aspire,139.583684,35.534964
East Reservoir Community Hub,145.01692,-37.713645
芽軸,139.13705,35.611613
Lövkoja,15.229498,59.270703
ようこそ美濃加茂市へ,137.023991,35.453472
新宿区平和都市宣言,139.683763,35.721299
遊具,139.665238,35.785139
Sandycroft Community Centre,-2.99694,53.197108
Columbia a Transportation Hub,-76.509222,40.031015
新発寒さつき公園,141.279566,43.119169
Victoria Hall,-73.60019,45.481246
St-Symphorien - Pompe à eau manuelle,1.759352,48.516321
Nemocniční kaple,16.980897,49.278295
Mairie de Hiersac,0.004943,45.668075
Karlsroute,12.725674,50.696899
Eloise Nagel Recreation Field,-74.069842,40.313058
旧鎌倉街道散歩の道標,139.451065,35.640644
Canoe Launch,-87.92932,42.42873
Drehende Werbeuhr,13.196463,52.5133
Bremer Stadtmusikanten Brunnen,9.082636,48.529996
Pearl Harbor Plaque,-117.173373,32.714001
Choose How You Move,-1.953722,52.286335
Play Castle,-122.041849,37.343624
power to the frogs,144.630347,-37.883153
碑石公園,136.940184,35.062128
Welcome to the Keys,-122.660025,39.025129
東上乃木遊園地,133.072635,35.447645
Bottom of Canyons monument,-111.547049,40.687728
Apiary,-105.077728,40.581361
Notas de artes audio musicales,-70.328111,-27.373868
Aghia Triada Church,25.210698,37.056254
島田閻魔大王,138.167998,34.832874
瀬ヶ崎西部町内会館,139.62279,35.319268
Galactic Soccer Balls,-118.342153,33.917321
Glöd,15.654068,60.618973
板橋關聖帝君廟,121.450024,25.009276
Danawoods Park,-117.693535,33.485175
Erste Deutsche Ferneisenbahn,12.51667,51.338873
谷川神社,137.41111,34.831403
Boomhut Kloosterveen,6.510355,53.009149
被關起來的藍色大雪山,121.543559,25.042908
Sustainability at the Cummer,-81.677128,30.315536
日比谷公園 ソーラー時計,139.756183,35.672537
空飛ぶうどん　やまぶき家,135.463401,34.784788
Passenger,4.34795,51.92076
Vierge Marie,-2.131149,46.831187
史跡ホーミシザー,127.760089,26.20884
Juglas Centrs,24.244581,56.989541
Posilovací stroje,14.303179,50.055061
一対の座,135.499409,34.693341
Infotafel“Wanderwege in Sprötze“,9.811188,53.2964
The Black Bull,-4.006232,51.619999
The Fountain,137.006452,35.122871
Running Horses,-97.029273,32.795749
Wildwood Park,-82.66923,27.759839
Waverley Parks,153.28596,-27.827853
Projet des Anges,-71.224443,46.813814
宝満寺入口碑,140.828085,35.725144
末武公民館,131.856707,34.018421
The Incredible Hulk Statute,-115.268856,36.270916
Love DB,8.643659,50.106457
Mapa de la urbanización de les Comes,2.734772,41.855701
すすき公園,139.925011,35.679151
The Court at Livorna,-122.018281,37.866726
交通安全祈願 市丸,130.698223,31.48723
神崎海水浴場 休憩所,135.296797,35.514658
Chiesetta di San Bernardo,7.634337,45.213313
Virgen de Guadalupe,-98.977708,19.616061
ふれあいのこみち,137.143535,35.151999
Smiley Kid,-118.435432,34.256579
Unborn Children's Memorial,-79.843778,38.900791
Watermead Nature Reserve,-1.120497,51.589748
喜多見東記念公園,139.603628,35.62691
Valley Springs Park Information Board,-78.961814,36.054021
Poutre Zig Zag,-1.718931,48.12359
片野西公園,130.881037,33.863536
Ibbenbüren blüht auf,7.715179,52.275334
下山八幡神社の本殿,139.218243,35.790467
Garvin Park Picnic Circle,-96.98441,37.695938
藤沢市市民憲章,139.444915,35.389312
マイケルパンダ,140.109561,35.67829
North Fountain,-80.251796,26.110911
Elnesvågen Post I Butikk,7.17296,62.854853
合,121.553614,25.044125
千栄大神宮,139.617877,35.639066
Tanger Outlets Veterans Memorial,-73.302795,40.765064
健康物語,135.944418,34.97058
スケートセンター入口アーチ,139.881653,36.510791
Sun Clock,-100.285693,25.67616
Eltham Town Square Mosaic,145.149272,-37.713888
NTK@ UOA Business Park,101.58883,3.085542
柿本人麻呂 万葉歌碑,135.87732,34.522228
The Etzel Museum,34.774822,32.072929
井吹東公園 ローラー滑り台,135.041817,34.705082
長野県立武道館,138.485163,36.259854
花壇 北口村壁畫,120.533225,24.044899
Doctor Bear,-82.146435,27.008899
Oval Disc Golf Course,115.777954,-32.069101
Mozaïek,4.495173,52.150415
Warren Wetlands Project,-83.480183,42.337036
Island Shores Playground,-71.607876,43.274158
Hand Pumper Rail Car,-123.108101,49.317332
河津桜の碑,138.9958,34.747216
Stóri Róló,-21.801035,64.137365
仲よし,135.273993,34.365205
Eaglehead Drive Little Free Library,-77.3049,39.420163
松平直政公の像,133.051695,35.471465
Beo Crescent Market,103.827348,1.288888
Parkcrest Playground,-81.846412,26.542693
Nestschaukel,10.706748,52.399736
學 まえばし,139.081839,36.364174
曲芸イルカ,130.363388,33.662899
Walsall Aboretum Lido Gates,-1.967229,52.587947
ゆりかもめ 市場前駅- map,139.785241,35.64519
The Blue Bridge,4.406398,51.908966
Sierra Sunset Park,-106.745549,35.037362
アルゴ・エクラ・図書館標識,134.940378,34.856033
"Litoměřice, Fontána v parku",14.128705,50.536261
The Carriage Cove Gazebo,-81.275661,28.753733
Rotary Bicentennial Clock,147.159796,-41.466867
Die drei Kugeligkeit,7.221234,51.608359
千葉公園の看板,140.118307,35.616665
アクリルタワー,133.680209,34.562056
Alnakheel Fountain,49.57217,27.115858
Chenôve - Grande aire de musculation du Chapitre,5.004548,47.297619
海底總動員,120.837326,24.56352
Spirit of the Valley,-0.889258,52.235086
灣裡狩南宮,120.184895,22.92035
Riverdale Park Children's Art - Have a Nice Smoke Free Day,-112.008393,41.186284
Haida Man,-122.350823,47.702808
金力自在大善神,139.580083,35.733137
Proston Fountain,151.600184,-26.160631
舟入幸町西町内会掲示板　18番地,132.440789,34.384253
Arundel Market Cross,-0.553883,50.854395
Orange Fairy Door,-122.061579,37.706471
馬頭観音,139.759897,36.164548
Murrumbeena Park Bowls Club,145.069473,-37.89628
Sturgeon Park,-88.619393,44.774211
沼部駅,139.67293,35.582808
町内掲示板,130.722189,33.871136
泉龍寺,138.600082,35.119218
Spiral of Light,34.805837,32.115521
Wilson Park,-87.758134,41.96465
Mod Mural,-83.993685,34.05262
照明モニュメント@izumiya muscular lighting,135.584073,34.737514
John Joseph O'Leary Square,-71.055519,42.283507
Everett Crowley Park,-123.033243,49.213119
la couarde - plage du PEU des HOMMES,-1.428059,46.189869
남동 용광어린이공원 팔각정,126.715054,37.460834
Carpe Diem Archway,-74.005087,40.281869
飾西長池 ため池改修記念碑,134.632264,34.865159
조형물,126.859036,35.207747
ブレーメン音楽隊,139.651364,35.565407
Pelé’s soccer field,-118.89773,35.43546
Stawa Czerwona,14.726182,54.024356
Center Point Studio,100.603532,13.662092
Polly Palmer Park,-82.170292,29.15065
Lion Dick Brule Monument,-75.879867,45.289772
Heritage Site - George Howard,152.695987,-25.531694
Stoney Stanton Parish Land Plaque,-1.275721,52.545113
佐伯区スポーツセンター,132.356264,34.359508
Madonnina Dell'Attesa,8.736026,45.755762
Upword Spiral Sculpture,-82.205848,27.071903
日蓮宗 妙親結社,135.312379,34.730526
ＪＲ浜坂駅 プラットフォーム,134.452798,35.620596
Juegos XF,-71.636142,-35.417725
松柏山水變電箱,121.452262,25.052587
Le Bourg-d'Oisans Sculpture,6.030833,45.054767
חדר אוכל ישן קיבוץ זיקים,34.520494,31.607894
Tuono,-104.882192,39.533924
Clean Watershed Map,-116.933419,32.63522
竣工記念碑,139.926485,38.692569
Hunt Cabin Log House,-82.820833,34.674444
維新大橋紀念牌匾,120.362834,22.630703
ศาลพระพรหม,100.586186,13.926834
Thinphu Thai temple,89.636308,27.471452
Social Sofa HUP KVW,5.047939,51.544762
Life and Death,-117.044301,32.842583
星崎コミュニティセンター,136.935904,35.07872
복성마을,127.54142,34.944452
Balansgång på höjd,16.523051,59.624304
Avana Woodridge Fountain,-95.461301,30.12664
Hello Kitty Mural,8.405184,52.009532
Armco Shelter 8,-84.269818,39.462272
Benrich Billionares Mural,-73.909726,40.85379
LDS Temple,-75.168157,39.959218
Camion de Marcus,3.929281,43.68828
長尾西町公園,135.699547,34.831576
Sundquist Family Nature Park Sign,-122.303812,47.849894
南明禅院,135.773385,34.973042
Norbert-Schmid-Platz,10.061541,53.653881
花藤,139.794079,35.716588
常夜灯,137.097211,35.07398
はにわ,138.577779,35.589676
Canaries by Deus- 2014,174.751334,-36.875468
Red Little Free Library,-87.686559,42.007275
Värälänpuiston leikkikenttä,26.721473,60.85086
観音さま,133.064492,33.87581
